"geneid","strand","fiveprime","threeprime"
"PITG_08647","-",19027,466
"PITG_00329","-",1385,296
"PITG_00328","+",452,296
"PITG_08648","+",19027,4595
"PITG_08649","-",2823,4595
"PITG_08650","-",52178,2823
"PITG_08653","-",86,52178
"PITG_08654","+",86,279
"PITG_08655","-",NA,279
"PITG_19802","-",3619,24691
"PITG_19800","+",NA,24691
"PITG_19803","-",34739,3619
"PITG_19804","-",23585,34739
"PITG_19806","-",17058,23585
"PITG_00330","-",2584,1385
"PITG_19808","+",17058,28146
"PITG_19809","-",12050,28146
"PITG_19810","-",48997,12050
"PITG_19813","-",112,48997
"PITG_19815","-",175,25
"PITG_19814","+",112,25
"PITG_19816","-",120,175
"PITG_19817","-",NA,120
"PITG_20193","-",515,503
"PITG_20192","+",NA,503
"PITG_20194","-",155,515
"PITG_20195","+",155,53
"PITG_20196","-",568,53
"PITG_20199","-",215,2425
"PITG_20197","+",568,2425
"PITG_20200","+",215,146
"PITG_20201","-",371,146
"PITG_20203","-",777,263
"PITG_20202","+",371,263
"PITG_20204","-",426,777
"PITG_00331","+",2584,437
"PITG_00332","-",951,437
"PITG_20205","+",426,137
"PITG_20206","+",137,119
"PITG_20207","+",119,326
"PITG_20208","+",326,35
"PITG_20209","-",544,35
"PITG_20211","-",427,255
"PITG_20210","+",544,255
"PITG_20212","-",170,427
"PITG_20215","-",375,3264
"PITG_20213","+",170,3264
"PITG_20216","+",375,761
"PITG_20217","+",761,6703
"PITG_20220","-",3184,3025
"PITG_20218","+",6703,3025
"PITG_20221","-",1057,3184
"PITG_20223","-",75933,206
"PITG_20222","+",1057,206
"PITG_20047","+",NA,15434
"PITG_20048","-",112291,15434
"PITG_20052","-",23839,6162
"PITG_20051","+",112291,6162
"PITG_00333","+",951,261
"PITG_20053","+",23839,21
"PITG_20054","-",528,21
"PITG_20055","+",528,118
"PITG_20056","-",NA,118
"PITG_19818","+",NA,4156
"PITG_19728","-",256,92440
"PITG_19729","+",256,1089
"PITG_19730","+",1089,31873
"PITG_00334","+",261,46
"PITG_19734","+",31873,6956
"PITG_19736","-",514,63
"PITG_19735","+",6956,63
"PITG_19737","-",155576,514
"PITG_19741","+",155576,193
"PITG_22141","-",NA,1803
"PITG_19959","-",12157,354
"PITG_19958","+",NA,354
"PITG_19961","+",12157,48472
"PITG_19962","-",8227,48472
"PITG_19963","-",1103,8227
"PITG_00336","-",755,146
"PITG_00335","+",46,146
"PITG_19964","-",84,1103
"PITG_19965","-",1541,84
"PITG_19967","-",727,306
"PITG_19966","+",1541,306
"PITG_19968","-",2182,727
"PITG_19969","+",2182,25154
"PITG_19970","-",19550,25154
"PITG_19972","+",19550,12298
"PITG_23175","+",12298,23904
"PITG_19974","-",66964,23904
"PITG_19977","+",66964,101
"PITG_19978","-",2555,101
"PITG_20124","+",69603,61730
"PITG_20125","+",61730,8128
"PITG_20127","+",8128,2098
"PITG_20128","-",231,2098
"PITG_20021","-",3671,102514
"PITG_00337","+",755,19
"PITG_00338","-",31077,19
"PITG_20023","+",3671,82
"PITG_20025","-",5694,31690
"PITG_20024","+",82,31690
"PITG_20026","+",5694,45256
"PITG_20027","-",23640,45256
"PITG_20028","+",23640,332
"PITG_20029","+",332,1712
"PITG_20030","-",410,1712
"PITG_20031","-",107,410
"PITG_20032","+",107,6
"PITG_20033","-",61,6
"PITG_20035","-",NA,61
"PITG_20354","+",NA,438
"PITG_20355","+",438,48409
"PITG_20356","-",1423,48409
"PITG_20357","-",14530,1423
"PITG_20358","+",14530,13999
"PITG_20360","-",3553,13999
"PITG_20361","+",3553,7691
"PITG_20365","-",86600,30631
"PITG_20362","+",7691,30631
"PITG_00339","+",31077,1749
"PITG_00340","-",17717,1749
"PITG_20368","-",830,86600
"PITG_20370","+",NA,539
"PITG_20371","+",539,1384
"PITG_20372","+",1384,42998
"PITG_20373","+",42998,41769
"PITG_20374","+",41769,60
"PITG_20375","+",60,810
"PITG_20376","-",312,810
"PITG_20377","-",158,312
"PITG_20378","+",158,162
"PITG_20379","-",69,162
"PITG_20380","-",245,69
"PITG_20381","-",509,245
"PITG_20383","-",213,5673
"PITG_20382","+",509,5673
"PITG_20384","+",213,611
"PITG_20385","+",611,155
"PITG_20388","-",45116,1540
"PITG_20386","+",155,1540
"PITG_20397","-",15477,45116
"PITG_20387","+",1540,45116
"PITG_00341","+",17717,478
"PITG_09061","+",NA,3292
"PITG_09063","+",3292,326
"PITG_09065","-",1951,183
"PITG_09064","+",326,183
"PITG_09066","-",38314,1951
"PITG_09067","+",38314,19815
"PITG_09071","-",2052,85
"PITG_09070","+",19815,85
"PITG_09073","-",1,75
"PITG_09072","+",2052,75
"PITG_00343","-",37193,3
"PITG_00342","+",478,3
"PITG_09074","-",4928,1
"PITG_09075","-",450,4928
"PITG_09076","-",401,450
"PITG_09077","-",1230,401
"PITG_09078","+",1230,6831
"PITG_22876","+",6831,843
"PITG_22877","+",843,30489
"PITG_09082","-",5644,15
"PITG_09081","+",30489,15
"PITG_09083","+",5644,15398
"PITG_09085","-",2728,3256
"PITG_09084","+",15398,3256
"PITG_09086","+",2728,42040
"PITG_09088","+",42040,39833
"PITG_09089","+",39833,786
"PITG_09090","-",1318,786
"PITG_09092","-",14317,378
"PITG_09091","+",1318,378
"PITG_09093","+",14317,6497
"PITG_00347","+",37193,1274
"PITG_09096","-",515,193
"PITG_09095","+",6497,193
"PITG_09097","-",331,515
"PITG_09098","-",31406,331
"PITG_09100","+",31406,3448
"PITG_09101","-",4394,3448
"PITG_09102","+",4394,9127
"PITG_09105","-",24263,12343
"PITG_09103","+",9127,12343
"PITG_09107","-",31409,24263
"PITG_00348","+",1274,96
"PITG_00349","-",147,96
"PITG_09108","+",31409,23287
"PITG_09109","+",23287,6380
"PITG_09110","+",6380,7044
"PITG_09111","-",12930,7044
"PITG_09114","+",12930,2821
"PITG_09115","-",1319,2821
"PITG_09116","+",1319,671
"PITG_09117","-",1006,671
"PITG_09118","+",1006,1148
"PITG_09119","+",1148,1800
"PITG_09120","+",1800,913
"PITG_09121","-",89,913
"PITG_23316","-",834,89
"PITG_09123","-",9026,834
"PITG_09124","+",9026,2334
"PITG_09125","+",2334,17798
"PITG_09127","+",17798,75013
"PITG_09128","+",75013,6340
"PITG_09130","+",6340,2344
"PITG_09131","+",2344,616
"PITG_09132","-",20745,616
"PITG_00038","-",347,256
"PITG_00037","+",138,256
"PITG_00350","+",147,253
"PITG_09133","-",917,20745
"PITG_09135","-",1089,4860
"PITG_09134","+",917,4860
"PITG_09137","+",1089,1528
"PITG_09138","+",1528,792
"PITG_09139","+",792,1759
"PITG_09140","-",691,1759
"PITG_09141","+",691,49
"PITG_09142","+",49,611
"PITG_00352","-",357,112
"PITG_00351","+",253,112
"PITG_09143","+",611,779
"PITG_22878","-",4333,5461
"PITG_09144","+",779,5461
"PITG_22879","-",34872,4333
"PITG_22880","-",3472,34872
"PITG_09146","-",42052,3472
"PITG_09149","-",18559,42052
"PITG_09151","-",24503,18559
"PITG_09153","-",28431,24503
"PITG_09156","-",25123,28431
"PITG_09158","-",307,25123
"PITG_09159","-",34923,307
"PITG_09160","-",10006,34923
"PITG_09162","-",41000,10006
"PITG_09165","-",19289,41000
"PITG_09166","+",19289,11297
"PITG_09167","+",11297,50213
"PITG_09169","+",50213,9503
"PITG_09172","+",9503,10619
"PITG_09173","+",10619,18362
"PITG_00353","+",357,446
"PITG_09175","+",18362,21035
"PITG_22881","-",9575,21035
"PITG_22882","+",9575,62379
"PITG_09181","-",271,62379
"PITG_09182","-",1661,271
"PITG_09183","-",5435,1661
"PITG_09184","+",5435,12708
"PITG_09185","+",12708,16764
"PITG_09190","+",16764,17537
"PITG_09193","-",2203,2806
"PITG_09192","+",17537,2806
"PITG_00357","-",19518,19187
"PITG_00354","+",446,19187
"PITG_09194","+",2203,1504
"PITG_09195","+",1504,5772
"PITG_09196","-",13569,5772
"PITG_09197","-",16122,13569
"PITG_09198","+",16122,37976
"PITG_22883","+",37976,2254
"PITG_09199","-",2897,2254
"PITG_09200","-",2548,2897
"PITG_09201","-",14383,2548
"PITG_09203","-",393,14383
"PITG_09204","-",2623,393
"PITG_09206","+",2623,99
"PITG_09208","-",611,8354
"PITG_09207","+",99,8354
"PITG_09209","-",19490,611
"PITG_09210","+",19490,3685
"PITG_09211","+",3685,1084
"PITG_09212","+",1084,1460
"PITG_09213","-",9686,1460
"PITG_09214","-",17103,9686
"PITG_00359","-",1259,10949
"PITG_00358","+",19518,10949
"PITG_09216","+",17103,12531
"PITG_09218","+",12531,9889
"PITG_09220","-",237,9889
"PITG_09222","-",641,69
"PITG_09221","+",237,69
"PITG_09223","-",1264,641
"PITG_09224","-",30560,1264
"PITG_09227","+",30560,12260
"PITG_09228","+",12260,4397
"PITG_09229","+",4397,1829
"PITG_09230","+",1829,28398
"PITG_09234","+",28398,1697
"PITG_22884","+",1697,969
"PITG_09235","+",969,3816
"PITG_09236","-",2089,4653
"PITG_22885","+",3816,4653
"PITG_09237","-",16195,2089
"PITG_09238","-",18856,16195
"PITG_09239","+",18856,2352
"PITG_00360","+",1259,381
"PITG_00361","-",60,381
"PITG_09240","+",2352,981
"PITG_09242","-",138,114
"PITG_09241","+",981,114
"PITG_09244","-",317,31
"PITG_09243","+",138,31
"PITG_09245","+",317,678
"PITG_09246","+",678,829
"PITG_09247","+",829,124
"PITG_09249","-",934,98
"PITG_09248","+",124,98
"PITG_09250","-",2832,934
"PITG_00362","-",178,60
"PITG_09251","+",2832,1910
"PITG_09252","+",1910,273
"PITG_09253","-",441,273
"PITG_09254","-",7237,441
"PITG_09255","-",14405,7237
"PITG_09256","-",1918,14405
"PITG_09257","-",1827,1918
"PITG_09258","-",16960,1827
"PITG_09259","+",16960,3483
"PITG_00039","-",10457,347
"PITG_09261","-",284,69
"PITG_09260","+",3483,69
"PITG_09262","-",7654,284
"PITG_09264","-",14636,7654
"PITG_09268","+",14636,3773
"PITG_09269","-",523,3773
"PITG_22886","+",523,3308
"PITG_09270","+",3308,190
"PITG_09271","-",15433,190
"PITG_09272","-",235,15433
"PITG_00363","+",178,1157
"PITG_09273","+",235,1114
"PITG_09274","-",60810,1114
"PITG_09279","-",52781,2672
"PITG_09277","+",60810,2672
"PITG_09278","+",60810,2672
"PITG_09280","-",1677,52781
"PITG_09281","+",1677,941
"PITG_09282","+",941,1365
"PITG_09283","+",1365,502
"PITG_09285","-",103,214
"PITG_09284","+",502,214
"PITG_00364","+",1157,8939
"PITG_09286","+",103,52
"PITG_09287","-",797,52
"PITG_09288","-",350,797
"PITG_09289","-",119,350
"PITG_09290","+",119,256
"PITG_09291","-",1133,256
"PITG_09292","+",1133,223
"PITG_09293","-",2488,223
"PITG_09294","+",2488,19420
"PITG_09295","+",19420,28159
"PITG_09296","-",591,28159
"PITG_00366","+",8939,25792
"PITG_09297","-",494,591
"PITG_09298","+",494,15207
"PITG_09300","-",1651,15207
"PITG_09301","-",3574,1651
"PITG_09302","-",3397,3574
"PITG_09303","-",915,3397
"PITG_09304","-",173,915
"PITG_09306","-",384,469
"PITG_09305","+",173,469
"PITG_09307","-",5950,384
"PITG_00368","+",25792,10488
"PITG_09309","+",5950,3604
"PITG_09311","-",1927,18
"PITG_09310","+",3604,18
"PITG_09312","+",1927,1201
"PITG_09313","-",142,1201
"PITG_09314","-",137,142
"PITG_09315","-",5434,137
"PITG_09316","-",4545,5434
"PITG_09318","-",2707,42902
"PITG_09317","+",4545,42902
"PITG_00369","+",10488,46
"PITG_00370","-",11766,46
"PITG_09319","+",2707,10120
"PITG_09320","+",10120,6180
"PITG_09321","-",9706,6180
"PITG_09322","-",613,9706
"PITG_09323","+",613,47105
"PITG_09324","+",47105,5891
"PITG_09325","+",5891,11939
"PITG_09329","-",177,11939
"PITG_09330","+",177,37
"PITG_09332","-",399,32
"PITG_09331","+",37,32
"PITG_09333","+",399,109893
"PITG_23271","+",109893,82522
"PITG_09341","+",82522,649
"PITG_09342","+",649,2242
"PITG_09343","+",2242,909
"PITG_09345","-",698,65
"PITG_09344","+",909,65
"PITG_09346","+",698,42487
"PITG_22660","+",11766,62
"PITG_09348","+",42487,77
"PITG_09349","-",2032,77
"PITG_09351","-",68,20742
"PITG_09350","+",2032,20742
"PITG_09352","-",2529,68
"PITG_09354","+",2529,32643
"PITG_09355","+",32643,756
"PITG_09356","+",756,25742
"PITG_09358","-",937,25742
"PITG_09359","-",22150,937
"PITG_09360","-",690,22150
"PITG_00372","+",62,101
"PITG_09361","+",690,662
"PITG_09362","+",662,39542
"PITG_09364","+",39542,286
"PITG_09365","-",646,286
"PITG_09366","-",1179,646
"PITG_09367","+",1179,7898
"PITG_09368","+",7898,9309
"PITG_09370","+",9309,22627
"PITG_09374","-",491,22627
"PITG_00373","+",101,17370
"PITG_00375","-",22450,17370
"PITG_09375","+",491,289
"PITG_09377","-",1061,69
"PITG_09376","+",289,69
"PITG_09378","-",37871,1061
"PITG_09381","+",37871,64720
"PITG_09383","-",344,64720
"PITG_09384","-",4880,344
"PITG_09386","+",4880,391
"PITG_09387","+",391,1779
"PITG_09388","+",1779,12
"PITG_09389","-",83286,12
"PITG_00377","-",459,22450
"PITG_09393","-",349,83286
"PITG_09394","-",81316,349
"PITG_09400","+",81316,1207
"PITG_09401","-",1916,1207
"PITG_09402","-",3323,1916
"PITG_09403","+",3323,445
"PITG_09404","+",445,10
"PITG_09405","-",6448,10
"PITG_09406","+",6448,8700
"PITG_09408","-",449,1669
"PITG_09407","+",8700,1669
"PITG_09409","+",449,127
"PITG_09410","+",127,2216
"PITG_09411","+",2216,1179
"PITG_09412","+",1179,207
"PITG_09413","-",882,207
"PITG_09415","-",1200,191
"PITG_09414","+",882,191
"PITG_00378","+",459,89
"PITG_19924","+",3131,72507
"PITG_19928","-",10353,72507
"PITG_19930","+",10353,284
"PITG_19932","-",27973,76
"PITG_19931","+",284,76
"PITG_19935","-",20090,4081
"PITG_19933","+",27973,4081
"PITG_19936","-",4332,20090
"PITG_19938","-",764,16933
"PITG_19937","+",4332,16933
"PITG_19939","-",27585,764
"PITG_00380","-",582,44
"PITG_00379","+",89,44
"PITG_19942","-",48808,27585
"PITG_19944","+",48808,4845
"PITG_19984","-",139,142
"PITG_19985","-",28144,139
"PITG_19988","+",28144,4368
"PITG_19989","-",4103,4368
"PITG_19990","-",26297,4103
"PITG_19991","+",26297,2141
"PITG_19992","-",10267,2141
"PITG_19993","+",10267,5626
"PITG_19994","+",5626,1771
"PITG_19995","+",1771,7085
"PITG_19996","-",425,7085
"PITG_19997","-",4161,425
"PITG_19998","+",4161,27960
"PITG_19999","+",27960,52
"PITG_23176","-",96,52
"PITG_00382","-",926,9828
"PITG_00381","+",582,9828
"PITG_23178","-",NA,480
"PITG_23177","+",96,480
"PITG_19791","-",11991,227
"PITG_19792","+",11991,19443
"PITG_19794","-",13463,19443
"PITG_19797","-",NA,13463
"PITG_20161","+",NA,2819
"PITG_23180","+",2819,30626
"PITG_20162","+",30626,357
"PITG_20163","-",96624,357
"PITG_23181","+",96624,1063
"PITG_20167","+",1063,16708
"PITG_20169","-",9599,1594
"PITG_20168","+",16708,1594
"PITG_20170","-",18920,9599
"PITG_20171","+",18920,6899
"PITG_20174","-",30515,5697
"PITG_20172","+",6899,5697
"PITG_20173","+",5697,30515
"PITG_20177","+",30515,11503
"PITG_20178","-",NA,11503
"PITG_20115","+",NA,627
"PITG_20116","+",627,54
"PITG_20117","-",16382,54
"PITG_00383","+",926,69
"PITG_00384","-",99,69
"PITG_20118","+",16382,89814
"PITG_20120","-",39589,89814
"PITG_20121","-",NA,39589
"PITG_23182","-",74413,89126
"PITG_20186","+",74413,155
"PITG_20187","-",181,155
"PITG_20188","-",179,181
"PITG_22163","+",NA,714
"PITG_22164","+",714,216
"PITG_20498","+",NA,16769
"PITG_23188","+",16769,11700
"PITG_20502","-",446,399
"PITG_23189","+",11700,399
"PITG_20504","-",122,36481
"PITG_20503","+",446,36481
"PITG_20505","+",122,32233
"PITG_20506","+",32233,72
"PITG_20507","-",359,72
"PITG_20508","-",17223,359
"PITG_00385","+",99,1637
"PITG_00386","-",3427,1637
"PITG_20510","+",17223,2308
"PITG_20511","+",2308,33749
"PITG_19901","+",NA,416
"PITG_19902","+",416,15056
"PITG_19905","+",15056,1448
"PITG_19906","+",1448,15782
"PITG_19909","-",NA,103098
"PITG_19907","+",15782,103098
"PITG_20317","-",38105,52381
"PITG_20318","-",11571,38105
"PITG_00040","+",10457,120598
"PITG_00388","-",228,3427
"PITG_20319","+",11571,465
"PITG_20320","+",465,351
"PITG_20321","+",351,20137
"PITG_20324","-",659,20137
"PITG_20325","-",1324,659
"PITG_20326","-",20675,1324
"PITG_20331","-",701,20675
"PITG_20330","+",20675,701
"PITG_20332","+",701,1594
"PITG_20333","+",1594,17381
"PITG_23218","+",NA,1025
"PITG_22082","+",1025,2446
"PITG_20059","+",NA,122
"PITG_20061","-",NA,173
"PITG_20060","+",122,173
"PITG_09418","+",NA,44435
"PITG_09420","-",89800,44435
"PITG_09419","+",44435,89800
"PITG_09423","-",76,322
"PITG_09422","+",89800,322
"PITG_09424","+",76,4
"PITG_09425","-",120,4
"PITG_09426","+",120,496
"PITG_09427","-",757,496
"PITG_00390","-",1129,251
"PITG_00389","+",228,251
"PITG_09428","+",757,9018
"PITG_09429","+",9018,64555
"PITG_09431","-",285,64555
"PITG_09432","+",64555,285
"PITG_09430","+",64555,285
"PITG_09433","+",285,22
"PITG_09434","-",407,22
"PITG_09436","-",89,407
"PITG_09435","+",407,89
"PITG_09437","-",141,89
"PITG_09439","-",134,36
"PITG_09438","+",141,36
"PITG_09440","+",134,888
"PITG_09441","+",888,140
"PITG_09442","-",165,140
"PITG_09444","-",196,165
"PITG_09443","+",165,196
"PITG_09446","-",185,190
"PITG_09445","+",196,190
"PITG_09447","-",108,185
"PITG_09448","-",219,108
"PITG_09449","+",219,261
"PITG_09450","+",261,335
"PITG_09451","-",1296,335
"PITG_00392","-",517,117
"PITG_00391","+",1129,117
"PITG_09452","+",1296,290
"PITG_09453","-",1150,290
"PITG_09454","+",1150,19557
"PITG_09456","+",19557,450
"PITG_09457","-",31502,450
"PITG_22888","+",31502,997
"PITG_09459","-",28831,997
"PITG_09462","+",28831,10912
"PITG_09464","-",95993,25707
"PITG_09463","+",10912,25707
"PITG_00393","-",311,517
"PITG_09466","-",7294,28613
"PITG_09465","+",95993,28613
"PITG_09467","+",7294,4399
"PITG_09468","+",4399,4977
"PITG_09469","+",4977,8277
"PITG_09470","+",8277,10550
"PITG_09471","-",482,10550
"PITG_09473","-",365,43
"PITG_09472","+",482,43
"PITG_09475","-",1263,365
"PITG_00394","-",1127,311
"PITG_09474","+",365,1263
"PITG_09476","+",1263,565
"PITG_09477","-",3367,565
"PITG_09478","+",3367,191
"PITG_09479","+",191,6269
"PITG_09482","-",801,4959
"PITG_09480","+",6269,4959
"PITG_09483","+",801,108
"PITG_09484","-",2848,108
"PITG_09488","-",167,183
"PITG_09487","+",2848,183
"PITG_00395","-",588,1127
"PITG_09489","-",3504,167
"PITG_09490","-",42048,3504
"PITG_09493","+",42048,378
"PITG_09494","+",378,124
"PITG_09495","+",124,5179
"PITG_09496","+",5179,2550
"PITG_22889","+",2550,2660
"PITG_09497","+",2660,2674
"PITG_22890","+",2674,2659
"PITG_09498","+",2659,2573
"PITG_09499","+",2573,17772
"PITG_09500","-",13882,17772
"PITG_09503","+",13882,1669
"PITG_09504","-",218,1669
"PITG_09505","-",804,218
"PITG_09506","+",804,169
"PITG_09507","-",796,169
"PITG_09508","-",31222,796
"PITG_09510","+",31222,4827
"PITG_00397","-",253,119
"PITG_00396","+",588,119
"PITG_09511","+",4827,5300
"PITG_09512","-",4113,5300
"PITG_09513","-",109191,4113
"PITG_09522","-",576,22
"PITG_09521","+",109191,22
"PITG_09524","-",173,109
"PITG_09523","+",576,109
"PITG_09526","-",260,70
"PITG_09525","+",173,70
"PITG_09527","+",260,16356
"PITG_09528","-",3753,16356
"PITG_00041","+",120598,3382
"PITG_00398","-",929,253
"PITG_09530","-",17473,3753
"PITG_09531","+",17473,2081
"PITG_09532","-",301,2081
"PITG_09533","-",26302,301
"PITG_09534","+",26302,747
"PITG_09535","+",747,125
"PITG_09536","-",627,125
"PITG_09537","-",1057,627
"PITG_09539","-",219,70
"PITG_09538","+",1057,70
"PITG_09540","-",19899,219
"PITG_09543","+",19899,3374
"PITG_09545","-",41347,315
"PITG_09544","+",3374,315
"PITG_09547","+",41347,2885
"PITG_09548","+",2885,102
"PITG_09549","-",263,102
"PITG_09551","-",1049,1691
"PITG_09550","+",263,1691
"PITG_00399","+",929,158
"PITG_00400","-",1550,158
"PITG_09552","+",1049,2276
"PITG_09554","-",1473,940
"PITG_09553","+",2276,940
"PITG_09556","-",279,2316
"PITG_09555","+",1473,2316
"PITG_09557","+",279,49380
"PITG_09562","+",49380,648
"PITG_09563","+",648,145
"PITG_09564","-",16671,145
"PITG_09565","-",618,16671
"PITG_09566","+",618,15
"PITG_09567","-",461,15
"PITG_09568","+",461,57188
"PITG_09570","-",34126,57188
"PITG_22891","-",5243,281
"PITG_09572","+",34126,281
"PITG_09573","-",62887,5243
"PITG_09576","-",384,62887
"PITG_09577","+",384,112
"PITG_09578","-",304,112
"PITG_09579","-",5316,304
"PITG_00401","+",1550,38
"PITG_00402","-",229,38
"PITG_09580","+",5316,1988
"PITG_09582","-",197,598
"PITG_09581","+",1988,598
"PITG_09584","-",79,197
"PITG_09583","+",197,79
"PITG_09585","+",79,847
"PITG_09586","+",847,6931
"PITG_09587","+",6931,29
"PITG_09588","-",24059,29
"PITG_09589","+",24059,12039
"PITG_09590","+",12039,15129
"PITG_09594","-",396,155
"PITG_09593","+",15129,155
"PITG_09595","+",396,195
"PITG_09596","+",195,244
"PITG_09598","-",38866,37
"PITG_09597","+",244,37
"PITG_09599","+",38866,75
"PITG_09600","-",136,75
"PITG_09601","+",136,312
"PITG_00404","-",62,195
"PITG_00403","+",229,195
"PITG_09602","+",312,88
"PITG_09603","-",311,88
"PITG_09604","+",311,424
"PITG_09606","-",3733,300
"PITG_09605","+",424,300
"PITG_22892","-",451,3733
"PITG_09609","+",451,314
"PITG_09610","-",413,314
"PITG_09612","-",193,297
"PITG_09611","+",413,297
"PITG_09613","-",30087,193
"PITG_00405","-",1261,62
"PITG_09614","+",30087,18023
"PITG_09616","+",18023,15913
"PITG_09619","+",15913,4039
"PITG_09620","-",1382,4039
"PITG_09621","-",223,1382
"PITG_09622","-",5795,223
"PITG_09624","-",335,5795
"PITG_09625","-",297,335
"PITG_09627","-",177,297
"PITG_09626","+",297,177
"PITG_09628","+",177,129
"PITG_09629","-",576,129
"PITG_09631","-",6399,97
"PITG_09630","+",576,97
"PITG_09632","-",23991,6399
"PITG_09635","-",644,23991
"PITG_09636","-",822,644
"PITG_09637","-",939,822
"PITG_09638","+",939,589
"PITG_09639","+",589,627
"PITG_09640","-",284,627
"PITG_00406","+",1261,255
"PITG_09642","-",40438,326
"PITG_09641","+",284,326
"PITG_09643","-",4363,40438
"PITG_09644","-",43046,4363
"PITG_09647","+",43046,19458
"PITG_09649","-",1565,300
"PITG_09648","+",19458,300
"PITG_09650","-",315,1565
"PITG_09651","-",2967,315
"PITG_00042","+",3382,593
"PITG_00043","-",470,593
"PITG_00407","+",255,315
"PITG_09652","+",2967,508
